command,mean,stddev,median,user,system,min,max
webgraph_build_naive_O0,0.0028108144516129055,0.00030732287563262105,0.0027902060000000004,0.0007148207885304654,0.00044058422939068114,0.002187408,0.004544785
webgraph_build_efficient_O0,0.0021703994485407063,0.00027779763682722673,0.0021681205,0.00043672350230414736,0.0003366274961597547,0.0016618100000000001,0.0036950980000000004
webgraph_tarjan_naive_O0,0.0032780976778017208,0.00034327825675928915,0.0032437050000000004,0.001018165948275863,0.0005518803879310346,0.0025570040000000003,0.006140667000000001
webgraph_tarjan_efficient_O0,0.0029869216843267108,0.0003977340963224503,0.0029298865,0.0008696490066225167,0.0004666777041942606,0.0022760700000000003,0.005573519000000001
webgraph_dijkstra_naive_O0,0.006658009368303577,0.0004895540825249917,0.006572289,0.003630116071428572,0.0010092500000000004,0.0058147550000000004,0.009473164000000001
webgraph_dijkstra_efficient_O0,0.005912486485655728,0.0003316749548250531,0.0058678585,0.003097393442622952,0.0007527254098360654,0.005267516000000001,0.0074796210000000005
dlist_append_naive_O0,0.022760365580882343,0.0010766005457740588,0.0225444885,0.009023522058823527,0.011764132352941173,0.021598135,0.031887651
dlist_append_cpp_aos_O0,0.016951169184971096,0.0010197391625090865,0.016705797,0.009990294797687855,0.0049398728323699435,0.015895787,0.02348106
dlist_append_cpp_soa_O0,0.016289172563218397,0.00040785144166974026,0.016228081000000002,0.009416224137931034,0.0046869999999999985,0.015574925000000002,0.018134595
dlist_traverse_naive_O0,0.02343905524603176,0.0007483485865665405,0.0232847225,0.010163277777777773,0.011294103174603175,0.022517516,0.027284833
dlist_traverse_cpp_aos_O0,0.0182162660654762,0.0005662432529966617,0.0180970375,0.011418107142857143,0.0047663095238095225,0.017328183,0.022138953000000003
dlist_traverse_cpp_soa_O0,0.0179582875,0.0005442390404557687,0.017864803,0.010559345238095236,0.0053115416666666675,0.016802484,0.020062970000000003
dlist_remove_all_naive_O0,0.10210241029999999,0.0047582841846229304,0.10140602400000001,0.08365940000000001,0.01774433333333333,0.09463626200000001,0.117369649
dlist_remove_all_cpp_aos_O0,0.042846855525000005,0.005396314446253223,0.041667488,0.03242408749999999,0.008696987499999998,0.036871576,0.065993509
dlist_remove_all_cpp_soa_O0,0.03372980215555555,0.0016061054379872869,0.033332835500000005,0.02512503333333334,0.0066693333333333335,0.031364627,0.039524047
dlist_remove_half_traverse_naive_O0,0.07598812186842106,0.0047360847817313,0.07546802050000001,0.05664626315789473,0.017995447368421052,0.067287858,0.093078083
dlist_remove_half_traverse_cpp_aos_O0,0.037379144860759494,0.0020726810294181153,0.036869001000000005,0.027136189873417718,0.00811454430379747,0.034203367000000005,0.046197176
dlist_remove_half_traverse_cpp_soa_O0,0.031381742577319585,0.002237812204946226,0.03079855,0.022618948453608248,0.006648391752577322,0.028703889000000003,0.044117114000000006
webgraph_build_naive_O1,0.002010246642687743,0.00030752318794136075,0.0020062,0.00035332648221343867,0.0003825739130434785,0.0015001460000000002,0.0034312210000000004
