command,mean,stddev,median,user,system,min,max
webgraph_build_naive_O0,0.006288822270750985,0.0006989934368517248,0.006123183000000001,0.0029063221343873526,0.0013790988142292496,0.0053943920000000005,0.012147677
webgraph_build_efficient_O0,0.004153380488243432,0.0003506259395969034,0.004119394,0.0015088520055325015,0.0008132863070539419,0.0033017270000000004,0.007012457000000001
webgraph_tarjan_naive_O0,0.00832441079679145,0.0006945858467159508,0.008192472,0.0045962085561497305,0.0016478181818181832,0.007265356000000001,0.012712580000000001
webgraph_tarjan_efficient_O0,0.006513353302734375,0.0003634814032403709,0.006459401500000001,0.0033402695312499983,0.0011429218749999998,0.0058166500000000005,0.007980794000000001
webgraph_dijkstra_naive_O0,0.060853585765957445,0.0019146052700539722,0.060055335,0.05687385106382977,0.0027401702127659564,0.058463537,0.065894678
webgraph_dijkstra_efficient_O0,0.05591198812962964,0.0010040945737579843,0.055787956,0.052836407407407415,0.0017982037037037033,0.054503148,0.05941015400000001
dlist_append_naive_O0,0.08106469894594595,0.003213072654715913,0.080130728,0.03709886486486487,0.04313972972972972,0.07877276000000001,0.097661885
dlist_append_cpp_aos_O0,0.05811632878846151,0.001322885864908786,0.05771457000000001,0.038865211538461536,0.01750396153846154,0.056580893,0.06375886900000001
dlist_append_cpp_soa_O0,0.058258245372549006,0.0010484189101991233,0.058101498,0.03795696078431372,0.018508098039215683,0.056857678,0.064162471
dlist_traverse_naive_O0,0.08368256505714289,0.001600402703961191,0.08317638100000001,0.0405932857142857,0.04190994285714284,0.081652209,0.08971637
dlist_traverse_cpp_aos_O0,0.06527419331111112,0.0008001437728084719,0.065187197,0.0473617111111111,0.01625004444444444,0.06417088,0.06852105600000001
dlist_traverse_cpp_soa_O0,0.06577687035555557,0.0023477557701664523,0.06491407,0.04778644444444444,0.016312111111111107,0.06284226500000001,0.074762428
dlist_remove_all_naive_O0,0.5660915662,0.01227752454544762,0.563704569,0.5025501,0.062264200000000006,0.551201866,0.585513123
dlist_remove_all_cpp_aos_O0,0.25582693500000003,0.024530664625223176,0.2483353015,0.22622049999999996,0.028207583333333328,0.23442599900000002,0.323506407
dlist_remove_all_cpp_soa_O0,0.21854661178571436,0.018233516844830322,0.2116979135,0.1922765,0.024370999999999997,0.203096087,0.27164056000000003
dlist_remove_half_traverse_naive_O0,0.387111101,0.009302590784199991,0.38441011950000004,0.32854229999999995,0.0574273,0.37534272700000004,0.408104623
dlist_remove_half_traverse_cpp_aos_O0,0.183343363,0.005730165852709676,0.182037218,0.1537898125,0.028259937500000002,0.17609376300000001,0.19885550200000002
dlist_remove_half_traverse_cpp_soa_O0,0.16763010250000004,0.011300736514884162,0.16237636600000002,0.1441038888888889,0.021965,0.156593431,0.19658571200000002
webgraph_build_naive_O1,0.0035846215354141627,0.00037502663385802844,0.003544801,0.0008712292917166868,0.001102042016806722,0.002867286,0.007910668000000001
webgraph_build_efficient_O1,0.0024699392686868683,0.0003296815921065888,0.0024322330000000002,0.0005030538720538717,0.000502458585858586,0.001854893,0.004641943
webgraph_tarjan_naive_O1,0.003991446397743302,0.0003808642411861169,0.003935194,0.0012024781382228497,0.0011877348377997178,0.0032868610000000003,0.006642127
webgraph_tarjan_efficient_O1,0.002701158981887513,0.0002778565361457299,0.0026786,0.0006372440419447085,0.0005283670162059101,0.002089037,0.004229935000000001
webgraph_dijkstra_naive_O1,0.019620124440000008,0.0007440753429115896,0.0195161155,0.015642633333333336,0.001970633333333333,0.018003218,0.022876623000000002
webgraph_dijkstra_efficient_O1,0.010511248351254481,0.0004281948141298325,0.010459054,0.007062168458781367,0.0013642473118279572,0.009807031,0.012819366
dlist_append_naive_O1,0.07842531415384614,0.003723161762420092,0.077094306,0.035864512820512826,0.04077828205128205,0.07551743300000001,0.096129345
dlist_append_cpp_aos_O1,0.02730712107017544,0.001318786280573135,0.027017767,0.010168535087719295,0.015169219298245615,0.025543909,0.035715894000000005
dlist_append_cpp_soa_O1,0.021165601170212756,0.0008625738241530731,0.021054201,0.00473996453900709,0.014305390070921985,0.019807325,0.025849283
dlist_traverse_naive_O1,0.08662377897222223,0.004469818673993933,0.08543769250000001,0.03969530555555555,0.04567125000000001,0.079954279,0.099006462
dlist_traverse_cpp_aos_O1,0.03272566443373495,0.0011100956554586858,0.032588398000000005,0.01425114457831325,0.016656120481927706,0.030744137,0.036868500000000005
dlist_traverse_cpp_soa_O1,0.024567094848000005,0.0010409703797326913,0.024294639,0.0077480559999999945,0.014821583999999997,0.023177948,0.027789782000000002
dlist_remove_all_naive_O1,0.4692637416,0.01837656876366727,0.4631616825,0.40339539999999996,0.0643011,0.451832893,0.50626189
dlist_remove_all_cpp_aos_O1,0.07417423397560977,0.005151387660437605,0.073506318,0.04533878048780489,0.026759365853658526,0.06888490400000001,0.101087596
dlist_remove_all_cpp_soa_O1,0.05358619103333335,0.0030964090882279723,0.0531527575,0.03099323333333333,0.021144083333333334,0.049219394,0.060356481000000003
dlist_remove_half_traverse_naive_O1,0.3055607439,0.024615491905635428,0.29621743,0.23656329999999998,0.0678392,0.290176074,0.373151553
dlist_remove_half_traverse_cpp_aos_O1,0.06241676351063829,0.002760454106084784,0.061930898000000005,0.034516276595744674,0.02623812765957446,0.058766376,0.073494394
dlist_remove_half_traverse_cpp_soa_O1,0.04508556600000002,0.0017316410123226292,0.044951567,0.022945642857142855,0.020613999999999997,0.042056742,0.050453419000000006
webgraph_build_naive_O2,0.003515166382769906,0.0003938684205523909,0.0034704840000000002,0.0008821308615049076,0.0009085747001090519,0.00265824,0.007202584000000001
webgraph_build_efficient_O2,0.0024794090333604525,0.0006324220021233119,0.002414678,0.0004291253051261187,0.0005020634662327091,0.0017832050000000002,0.02021061
webgraph_tarjan_naive_O2,0.003955924557939917,0.0006650605319019976,0.0039030410000000003,0.0011385547210300425,0.0011354817596566527,0.0031744800000000004,0.021073678000000002
webgraph_tarjan_efficient_O2,0.002647501439212332,0.0003037259638260531,0.0026285065000000002,0.0005453022260273974,0.0004672773972602738,0.002037407,0.004181341
webgraph_dijkstra_naive_O2,0.01985281131847133,0.000745524772533372,0.019703395000000002,0.015650356687898086,0.002066171974522293,0.018318111,0.022376097
webgraph_dijkstra_efficient_O2,0.010567541696864115,0.0004042717882766849,0.010516305,0.007160993031358876,0.001288337979094077,0.009851427000000001,0.012345512000000001
dlist_append_naive_O2,0.07951996623684211,0.006076183572590342,0.07837753250000001,0.03456394736842105,0.0434673947368421,0.076428207,0.114783429
dlist_append_cpp_aos_O2,0.026914355425925924,0.0010137479409996046,0.026738990500000004,0.00936596296296296,0.015300370370370372,0.025635247,0.032096135000000005
dlist_append_cpp_soa_O2,0.021390038850746265,0.0006297949243979636,0.021307538,0.004357208955223881,0.015018067164179109,0.020313126,0.024169627000000003
dlist_traverse_naive_O2,0.0815427440810811,0.002060917426785613,0.08078080800000001,0.03523181081081081,0.04499251351351352,0.079273338,0.08904643300000001
dlist_traverse_cpp_aos_O2,0.029976685673267348,0.0011113562844990994,0.029692129,0.01300708910891089,0.0150299900990099,0.028778808000000003,0.036013564000000005
dlist_traverse_cpp_soa_O2,0.024191513317307695,0.001051656794846827,0.0239809905,0.006653240384615387,0.015276634615384617,0.022932179,0.029821620000000004
dlist_remove_all_naive_O2,0.4438600993,0.008648394348420936,0.4410625765,0.3818783,0.0610482,0.431706721,0.458480013
dlist_remove_all_cpp_aos_O2,0.06834246293023258,0.0036700499437190316,0.067944508,0.04239988372093023,0.02417774418604651,0.063533563,0.08201560000000001
dlist_remove_all_cpp_soa_O2,0.051073705285714276,0.002241975350982439,0.050481464000000004,0.0301709387755102,0.019649285714285716,0.047565806,0.060176329
dlist_remove_half_traverse_naive_O2,0.29194484210000005,0.007835347129066448,0.28960303000000004,0.22909380000000001,0.06136909999999999,0.28478167600000004,0.31008223500000004
dlist_remove_half_traverse_cpp_aos_O2,0.0590197884117647,0.004586380157646365,0.057790736,0.03224511764705882,0.02503360784313725,0.054630774,0.08489395000000001
dlist_remove_half_traverse_cpp_soa_O2,0.04682622974242423,0.010536035272166415,0.043903,0.025375030303030302,0.019792287878787874,0.040235344,0.10570596900000001
webgraph_build_naive_O3,0.0036914618582474224,0.0007638579676350731,0.0035288925000000002,0.0009533298969072156,0.0010315115979381449,0.002706113,0.010644292000000001
webgraph_build_efficient_O3,0.00237342534258525,0.000296491191943779,0.002361165,0.0004169762093576525,0.00046519111816019056,0.0017656100000000001,0.00394834
webgraph_tarjan_naive_O3,0.0038083750411124525,0.0002969684076558883,0.0037972970000000003,0.0012474909310761786,0.0010727267230955268,0.0030490870000000002,0.005029722
webgraph_tarjan_efficient_O3,0.0027401131240035394,0.0004313812939615817,0.002671325,0.0005757431355181574,0.0005363410097431358,0.00198712,0.004826721
webgraph_dijkstra_naive_O3,0.02139032238135594,0.002777693726192685,0.020416531,0.01742679661016948,0.0019736355932203384,0.018688381,0.034224057
webgraph_dijkstra_efficient_O3,0.01039600224913495,0.00041446182921668303,0.010326828000000001,0.007211667820069206,0.001106740484429066,0.009661299,0.013560683
dlist_append_naive_O3,0.08404298510526319,0.010195975594681078,0.080096733,0.040967473684210526,0.04138007894736842,0.076139386,0.128553715
dlist_append_cpp_aos_O3,0.027000987034090904,0.0014322509871959367,0.026622113500000003,0.010704715909090905,0.014464886363636359,0.025194412000000003,0.033732304000000005
dlist_append_cpp_soa_O3,0.021827063035714276,0.001226259252285047,0.021576168,0.005256735714285713,0.014647521428571428,0.020526571,0.028606483000000002
dlist_traverse_naive_O3,0.08090913051351352,0.0024872581852449904,0.080194504,0.036933648648648634,0.043326567567567566,0.07839805200000001,0.091037169
dlist_traverse_cpp_aos_O3,0.029607981148514848,0.0006325086046714049,0.029550746000000003,0.012827099009900988,0.0151639405940594,0.028570044000000003,0.03159666
dlist_traverse_cpp_soa_O3,0.024442225530973447,0.0010010997280437766,0.024191359000000003,0.007651442477876108,0.014949274336283182,0.023285724,0.029414970000000002
dlist_remove_all_naive_O3,0.4395772573,0.021071176533796605,0.4383424765,0.37247969999999997,0.0658106,0.412845037,0.48737743000000006
dlist_remove_all_cpp_aos_O3,0.06996840663414633,0.008495602906123499,0.06724013400000001,0.04351478048780486,0.02510551219512195,0.062288412,0.1121931
dlist_remove_all_cpp_soa_O3,0.05173195381967213,0.004176258584712747,0.050848789000000005,0.03163839344262295,0.018917278688524584,0.047703443000000005,0.07557211600000001
dlist_remove_half_traverse_naive_O3,0.29440830770000004,0.01265838035881225,0.29464927350000003,0.23337829999999998,0.059866699999999995,0.278599963,0.32199162200000003
dlist_remove_half_traverse_cpp_aos_O3,0.059085934897959186,0.0036326286843370247,0.058199270000000004,0.033549224489795915,0.024146387755102038,0.054720670000000006,0.07097428900000001
dlist_remove_half_traverse_cpp_soa_O3,0.0453460843,0.00534912615449191,0.043458237000000004,0.023324599999999994,0.02058101428571428,0.040504024,0.06664426000000001
dlist_append_minirustc_aos,0.018192965735632182,0.0008692159862808792,0.017970641500000002,0.002276568965517241,0.013902988505747126,0.016784088000000003,0.02217889
dlist_append_minirustc_soa,0.018705124545454546,0.0008988634545318918,0.018530461,0.0026731272727272726,0.014004254545454535,0.017297615000000002,0.022792913
dlist_traverse_minirustc_aos,0.020846917719178088,0.0006372426591541008,0.020761447000000002,0.004577924657534248,0.014262424657534245,0.019830470000000003,0.023802847000000002
dlist_traverse_minirustc_soa,0.021607451462068973,0.0012761228854582184,0.021225112,0.004635537931034483,0.01509506896551725,0.019847714000000002,0.025932674000000003
dlist_remove_all_minirustc_aos,0.05438383720338982,0.008059252477290705,0.051073361000000005,0.03359899999999999,0.019339610169491518,0.046738633,0.090973807
dlist_remove_all_minirustc_soa,0.052053173596491226,0.00562502847651335,0.049969174000000005,0.029825491228070173,0.020584947368421046,0.044993303000000005,0.071508583
dlist_remove_half_traverse_minirustc_aos,0.04400933412280702,0.0032956733368372597,0.043105033,0.022995035087719298,0.019421298245614033,0.038656896,0.056099549000000005
dlist_remove_half_traverse_minirustc_soa,0.04045422740789474,0.002402134058974296,0.039815897,0.019660302631578953,0.019284750000000007,0.036787453000000005,0.050618130000000004
webgraph_build_minirustc,0.0010494453483060532,0.00016382258232429124,0.001023616,0.00009921888085268369,0.00009435439665017131,0.000796523,0.0027729820000000002
webgraph_tarjan_minirustc,0.0013058216447420245,0.00017971221757736317,0.001267623,0.00021222725482473399,0.0001368696337140606,0.001047339,0.0022428360000000002
webgraph_dijkstra_minirustc,0.009346940390625008,0.0013680049357721507,0.00909454,0.006598256249999994,0.000609128125,0.008466003,0.022351648000000002
